,#,ID1_2,ID2_2,ID3_2,RA_2,Dec_2,z_2,S_NVSS,L_NVSS,S_First,L_First,size_rad,FRclass,g_min_r,concent,mass_2,bk4000,o3lum_1,Mbh/Mstar,R_50_kpc,mu50,sfr_tot_p50,specsfr_tot_p50,o3lum_2,o3redcor,o3sn,o3lumlim,o3
298,,2293,53730,261,9.4633036,23.23491,0.2553,0.102,25.28,0.0027,23.702764283716437,120.07,200,1.15,2.64,11.93,2.06,6.36,0.0005495405842387227,16.358414532187282,506218506.57582444,-0.16635629999999998,-12.16595,6.36,7.54,1.03,6.82,0.0
299,,2294,53733,548,9.601844300000002,25.90534,0.16525,0.1746,25.1,0.0942,24.83200703879254,7.09,210,1.07,3.11,11.27,1.97,6.52,0.0027542260421949856,5.351701663179771,1034753249.784416,-0.7477235,-12.12064,6.52,7.55,4.75,6.32,6.52
300,,2366,53741,141,10.431367,21.89925,0.23368000000000003,0.0505,24.89,0.0,0.0,7.05,210,1.15,3.27,11.45,2.0,5.68,0.004677352234557818,7.733786278166355,749955696.7172402,-1.414688,-12.90741,5.68,6.77,0.42,6.54,0.0
301,,2345,53757,440,9.982783999999999,28.318659999999998,0.24453000000000003,0.0508,24.93,0.0,0.0,9.6,200,1.07,3.01,11.43,1.91,6.56,0.0018196978217203765,8.077434190365139,656558729.6289502,-0.6475943000000001,-12.16456,6.56,7.64,2.18,6.7,0.0
302,,2368,53758,561,9.537754300000001,18.072210000000002,0.14744000000000002,0.057,24.51,0.0046,23.41688320010764,138.72,200,1.05,3.41,11.51,2.0,6.17,0.0014125363038976315,7.910586766327347,823005928.6129401,-1.2818200000000002,-12.85316,6.17,7.27,1.63,6.43,0.0
303,,2368,53758,222,9.4364644,17.06609,0.11612,0.1633,24.74,0.0786,24.422436147422253,36.46,210,1.1,3.44,11.5,1.93,6.86,0.0007943275370132719,8.345989238522558,722544319.1978611,-0.7595420999999999,-12.3055,6.86,7.96,10.41,6.32,6.86
304,,2368,53758,58,9.543971800000001,16.19923,0.19095,0.687,25.83,0.0012,23.0722244743038,242.71,200,0.97,3.38,11.3,1.49,8.16,0.0015848924964027185,8.429748398848572,446880184.18593085,-0.8641706,-12.21615,8.16,8.9,61.59,6.85,8.16
305,,2211,53786,387,11.037689,29.12368,0.10593,0.1456,24.61,0.0245,23.83600528423832,32.26,210,0.8,3.08,11.28,1.51,7.48,0.0010232935315766703,7.1976671374557295,585377934.2420727,-0.3560787,-11.69938,7.48,7.97,26.77,6.53,7.48
306,,2356,53786,614,10.715008000000001,28.43307,0.055029999999999996,0.0404,23.46,0.0,0.0,22.14,200,1.05,3.44,11.18,1.97,5.99,0.002818381693478142,3.9664143617420535,1531173037.3496704,-1.0641479999999999,-12.31875,5.99,6.98,3.09,5.98,5.99
307,,2212,53789,123,11.10281,25.19901,0.17264000000000002,0.0912,24.86,0.0,0.0,14.56,200,1.13,3.13,11.45,2.05,6.23,0.001096478099832217,6.689923177426668,1002253726.3158605,-1.513767,-13.02265,6.23,7.31,1.1,6.67,0.0
308,,2357,53793,561,10.985596000000001,26.570840000000004,0.17515,0.0551,24.65,0.0,0.0,13.7,200,1.02,3.34,11.47,1.89,5.84,0.0007244353873869618,7.748378845490687,782345709.4971566,-1.042808,-12.57055,5.84,6.93,0.29,6.85,0.0
309,,2205,53793,38,16.232098,20.15645,0.17035999999999998,0.1215,24.97,0.0402,24.489649080004764,23.64,210,1.15,3.14,11.43,1.98,4.43,0.001380382324630963,9.752950606407245,450348154.45151687,-0.45873379999999997,-11.97615,4.43,5.51,0.05,6.25,0.0
310,,2357,53793,76,11.009747,25.65308,0.14464000000000002,0.242,25.12,0.0,0.0,56.36,200,1.11,3.2,11.33,1.95,6.78,0.0010715186464071414,4.9701819059667995,1377448871.0068893,-1.135578,-12.52337,6.78,7.82,6.42,6.45,6.78
311,,1810,53794,468,14.233394,9.25071,0.15967,0.9689,25.81,0.0,0.0,32.8,200,0.98,3.24,11.19,1.82,7.0,0.0007079464062202758,6.167174509283385,648107782.9685973,-0.8583671,-12.1,7.0,7.34,9.41,6.5,7.0
312,,2216,53795,551,11.424187,27.248279999999998,0.17023,0.0898,24.84,0.0,0.0,42.95,200,1.09,2.97,11.57,1.99,6.5,0.0009332548746146908,11.197332754579088,471618309.8279137,-0.7916573,-12.42602,6.5,7.62,1.6,6.78,0.0
313,,2224,53815,519,11.970267999999999,30.10722,0.1389,0.1067,24.72,0.0,0.0,20.61,200,0.97,1.99,10.92,1.72,5.98,8.511377017774279e-05,8.235619700994892,195176551.45292383,-0.2595986,-11.2344,5.98,6.87,1.86,6.19,0.0
314,,2440,53818,155,9.397986900000001,14.28294,0.14140999999999998,0.0871,24.65,0.0,0.0,17.69,200,1.07,2.85,11.42,2.08,6.17,0.0012022642234116696,9.978245914903422,420447526.6347524,-0.9638993,-12.45745,6.17,7.25,1.9,6.37,0.0
315,,2226,53819,217,11.972261999999999,26.35337,0.11202000000000001,1.1420000000000001,25.55,0.0,0.0,235.79,201,1.01,3.18,11.12,1.86,6.56,0.001,4.0543518622787165,1276371633.0577624,0.2451841,-10.93158,6.56,6.56,8.41,6.11,6.56
316,,2227,53820,370,12.050457000000002,28.596140000000002,0.13398,0.0683,24.5,0.0,0.0,9.29,210,1.03,3.56,10.54,1.96,0.0,0.004897783461428336,4.730376333938604,246620234.88735542,-1.299791,-11.875910000000001,0.0,0.73,-0.46,6.5,0.0
317,,2433,53820,538,9.0085724,13.75239,0.1922,0.0407,24.61,0.0,0.0,13.59,210,1.03,2.73,11.28,1.75,6.6,0.0009120109194638906,5.1799974290717445,1130214243.5943556,-0.04908517,-11.38275,6.6,7.63,2.77,6.63,6.6
318,,1716,53827,258,14.964657999999998,11.30264,0.12247000000000001,0.1052,24.6,0.002,22.879014665790553,42.94,200,1.04,3.24,11.42,2.03,5.99,0.0012022642234116696,10.478722585134324,381244442.9045649,-0.8910135,-12.34595,5.99,7.07,1.6,6.27,0.0
319,,1716,53827,446,14.995083,11.70303,0.24845,0.0404,24.85,0.0,0.0,9.49,200,1.12,2.93,11.57,2.0,6.62,0.0009332548746146908,8.172803473621839,885274010.966593,-0.497767,-12.09698,6.62,7.74,2.11,6.78,0.0
320,,2435,53828,361,9.060568199999999,17.72886,0.21927,0.1432,25.28,0.0,0.0,13.24,200,1.06,3.29,11.49,2.01,6.83,0.0007244369781881581,9.531277279515717,541399305.9767715,-0.9978009,-12.52792,6.83,7.93,5.27,6.59,6.83
321,,2114,53848,544,13.837107000000001,28.279159999999997,0.07207000000000001,0.2083,24.41,0.0,0.0,34.99,200,1.01,3.03,11.24,1.99,5.56,0.0009772367059324805,6.285744297255572,700013608.1226621,-0.7295656999999999,-12.04913,5.56,6.57,1.34,5.91,0.0
322,,2031,53848,438,12.903371,36.516729999999995,0.21898,0.0715,24.98,0.0,0.0,45.37,210,1.06,3.01,11.48,1.82,6.29,0.0007413116738148916,7.857950443813086,778396908.9640341,0.06107892,-11.50417,6.29,7.38,1.63,6.55,0.0
323,,1798,53851,296,13.252735999999999,8.68148,0.0926,0.8690000000000001,25.26,0.0,0.0,216.51,200,0.94,3.28,10.88,1.82,6.8,0.002570394879669197,4.563313460466405,579775210.0105658,-1.0829799999999998,-12.00755,6.8,7.67,16.82,6.05,6.8
324,,2487,53852,502,11.031082000000001,16.67742,0.06907999999999999,0.6990000000000001,24.9,0.0073,22.918845312423905,190.38,200,1.04,3.23,11.0,1.93,6.76,0.002187762392612301,2.7325388144388505,2131510382.4550807,-1.4817040000000001,-12.5467,6.76,7.18,20.8,5.91,6.76
325,,2505,53856,152,11.661128999999999,24.40166,0.18403,0.062,24.75,0.0009,22.91185082371611,148.74,200,1.07,2.85,11.46,1.8,6.44,0.0005495405842387227,7.846330271566638,745567554.7885593,-0.5330142,-12.05185,6.44,7.53,1.91,6.64,0.0
326,,2152,53874,305,14.991543,24.30255,0.16316,0.0669,24.67,0.0,0.0,13.4,200,1.08,3.22,11.19,2.05,6.29,0.0006760843412452353,7.930616586728809,391927560.2396535,-1.1739879999999998,-12.42905,6.29,7.29,1.6,6.56,0.0
327,,2508,53875,236,11.675986,16.66134,0.20314000000000002,0.2936,25.52,0.0,0.0,8.67,210,0.63,2.91,10.97,1.27,8.24,0.0011481522095981925,5.277016852205607,533388240.2612334,0.6724916999999999,-10.347760000000001,8.24,8.89,65.76,6.9,8.24
328,,2200,53875,167,16.152622,16.430529999999997,0.14337,0.0887,24.67,0.0,0.0,27.07,210,1.06,3.13,11.78,1.96,5.6,0.001096478099832217,12.73690970313834,591141874.9567424,-0.8985316999999999,-12.74059,5.6,6.76,0.38,6.5,0.0
329,,1805,53875,413,13.853005,7.47946,0.15007,0.29,25.23,0.004,23.36966156337141,75.75,200,0.76,2.97,10.99,1.23,8.58,0.0003388443198353887,5.6484062363224625,487492630.7986759,0.6949383000000001,-10.33849,8.58,8.86,92.2,7.09,8.58
330,,2507,53876,157,11.700713,21.7532,0.12988,0.0838,24.56,0.0,0.0,16.0,200,1.04,3.39,11.25,2.07,6.32,0.003019948537254365,6.875286127661287,598740420.4198543,-1.185586,-12.47255,6.32,7.34,1.9,6.52,0.0
331,,2507,53876,542,11.729007000000001,22.485229999999998,0.18079,0.0511,24.65,0.0015,23.117669974215488,137.16,210,1.11,3.29,11.62,2.02,6.09,0.002238723104986867,8.345200312991665,952678766.8745476,-0.4980520000000001,-12.154539999999999,6.09,7.22,1.24,6.47,0.0
332,,2486,53876,386,10.944983,24.71348,0.25521,0.0602,25.05,0.0381,24.85132774743225,8.39,200,0.93,2.8,11.52,1.62,6.9,0.0007585761091505053,8.335868337285406,758435925.6425015,0.42807860000000003,-11.14339,6.9,8.0,3.57,6.82,6.9
333,,2486,53876,555,11.037267,24.49854,0.14429,0.10800000000000001,24.76,0.0487,24.41410542546704,42.37,200,1.02,3.31,11.55,1.94,6.46,0.0015135589883533368,7.895711084202192,905811490.2713512,-1.04716,-12.6733,6.46,7.57,2.01,6.63,0.0
334,,2161,53878,617,15.502214000000002,23.27112,0.08986,0.23600000000000002,24.67,0.0021,22.619307352957613,100.56,200,1.1,3.0,11.58,2.09,6.12,0.001513562312005786,5.69942248235815,1862766216.6962726,-1.0806069999999999,-12.716330000000001,6.12,7.24,2.08,6.28,0.0
335,,2511,53882,189,11.793572,20.86201,0.13130999999999998,0.0965,24.63,0.0,0.0,87.61,210,0.75,3.22,11.04,1.38,6.57,0.0016595879278457615,5.584577655348848,559550676.1302519,0.46402899999999997,-10.62692,6.57,7.51,3.74,6.47,6.57
336,,1800,53884,175,13.436368,9.55052,0.24834,0.1087,25.28,0.0,0.0,13.94,210,1.12,2.94,11.76,1.88,6.46,0.0006606929837429629,13.50017618930059,502506272.9908621,-0.2964202,-12.10375,6.46,7.62,1.05,6.92,0.0
337,,1804,53886,467,13.750841000000001,9.79,0.13035,0.073,24.5,0.0014,22.78280515544993,89.12,200,1.03,3.04,11.41,1.92,5.99,0.0011220189470737864,7.709238917971512,688330428.8853698,-0.9191514999999999,-12.37658,5.99,7.06,1.08,6.43,0.0
338,,1823,53886,46,16.182532000000002,3.36744,0.11930999999999999,0.1091,24.59,0.0346,24.091251518710504,27.59,210,1.0,3.31,11.27,2.0,5.77,0.0012589237530983876,5.402604035691242,1015346584.116934,-1.0342719999999999,-12.34804,5.77,6.8,0.87,6.31,0.0
339,,2201,53904,402,16.24707,17.48726,0.19311,1.002,26.0,0.0,0.0,83.38,200,1.05,2.87,11.21,1.85,7.55,0.0020892946627203614,5.841315155163177,756482513.0390536,-0.2236638,-11.47912,7.55,8.09,22.04,6.68,7.55
340,,1723,53905,472,15.535941000000001,8.43224,0.12725999999999998,0.040999999999999995,24.23,0.0,0.0,9.61,210,1.01,2.59,11.15,1.93,5.53,0.0010232935315766703,3.025685120231508,2455682929.121205,-1.003396,-12.21392,5.53,6.51,1.14,5.95,0.0
341,,2203,53915,518,16.504601,14.58639,0.27895,0.496,26.05,0.0411,24.968359397814247,106.72,210,1.04,2.78,11.88,1.74,7.58,0.000776247730275455,10.073792257335226,1189691243.2855306,0.9439164000000001,-10.98927,7.58,8.02,15.32,6.87,7.58
342,,2133,53917,517,14.502926,30.7412,0.12922,0.0494,24.32,0.0022,22.96869541039697,63.39,210,1.0,2.96,11.53,1.95,5.8,0.0004897794216562508,9.173352097236393,640860845.2336277,-0.7499124,-12.30821,5.8,6.9,0.85,6.35,0.0
343,,2636,54082,407,2.3424952,0.4676,0.27207,0.1111,25.38,0.0,0.0,14.68,200,1.15,2.78,11.98,1.97,6.88,0.0009332548746146908,13.928063614634786,783498538.1191655,0.03851984,-12.02167,6.88,8.07,4.57,6.69,6.88
344,,2576,54086,525,9.1929891,12.92726,0.04952,0.3946,24.35,0.0,0.0,42.11,210,1.08,3.22,11.02,1.97,6.0,0.0008317630039799156,5.354193994729265,581342915.2757382,-1.291369,-12.3478,6.0,6.0,7.93,5.58,6.0
345,,2481,54086,65,10.90034,22.261129999999998,0.26026,0.0783,25.18,0.0,0.0,11.05,200,1.1,3.36,11.57,1.81,6.52,0.0012302692030632099,11.315542680534715,461816081.89304763,-0.4119474,-12.05674,6.52,7.64,1.57,6.8,0.0
346,,2578,54093,632,9.531469699999999,12.86127,0.27247,0.087,25.27,0.0,0.0,61.83,200,1.18,2.86,11.77,2.08,6.34,0.002511884225153641,9.822359819461374,971379447.6651018,0.03563224,-11.80695,6.34,7.5,1.83,6.55,0.0
347,,2493,54115,456,11.26866,24.939120000000003,0.2529,0.0509,24.97,0.0,0.0,30.09,200,1.09,3.24,11.69,1.89,6.31,0.0015848959766977502,10.80387783178255,667821478.5624713,-0.9700841999999998,-12.70469,6.31,7.46,1.39,6.64,0.0
348,,2102,54115,196,13.434000000000001,36.79981,0.0544,0.9570000000000001,24.82,0.0,0.0,28.03,210,1.15,3.03,11.2,1.98,6.12,0.0006606944345710246,6.789987731384455,547119207.6500647,-1.110263,-12.354330000000001,6.12,6.47,10.83,5.56,6.12
349,,1845,54144,579,15.234492999999999,30.14647,0.0932,0.079,24.23,0.0,0.0,16.81,200,1.05,3.38,11.61,2.01,6.24,0.0014454424369627359,8.365476262078191,926485114.2329533,-0.7878423999999999,-12.43874,6.24,7.36,2.77,6.27,6.24
350,,2588,54174,591,10.29239,16.28513,0.20407999999999998,0.047,24.73,0.0018,23.31317419677423,60.96,210,1.02,3.19,11.23,1.72,6.58,0.0013489632380568445,6.43561642627223,652588431.6926849,-0.26566599999999996,-11.581,6.58,7.59,2.95,6.58,6.58
351,,2590,54175,234,10.365743,14.7254,0.11108,0.41200000000000003,25.1,0.0,0.0,115.64,200,0.89,3.05,11.2,1.6,7.96,0.0007413100459583174,4.590882843958807,1196816370.107515,0.1302904,-11.12086,7.96,8.16,59.91,6.66,7.96
352,,2594,54177,178,10.630262,15.68984,0.19575,0.1466,25.18,0.0,0.0,55.79,200,1.04,3.06,11.67,1.76,6.27,0.0012882485332938046,7.980680111869646,1168800533.371295,0.6083483000000001,-11.11099,6.27,7.41,1.23,6.66,0.0
353,,2496,54178,155,11.378346,21.558329999999998,0.19122999999999998,0.0675,24.82,0.0,0.0,9.78,200,1.09,2.96,11.49,2.01,6.16,0.0004365161773191,9.936370982087974,498154785.89731866,-0.14796579999999998,-11.723980000000001,6.16,7.26,1.91,6.36,0.0
354,,2121,54180,157,14.069992999999998,32.10265,0.26376,0.0456,24.96,0.0,0.0,24.49,200,1.11,3.1,11.78,1.91,6.22,0.0009120109194638906,10.20537544273474,920792751.0379707,0.06368852,-11.777330000000001,6.22,7.38,0.58,6.93,0.0
355,,2137,54206,305,14.546952,27.09849,0.15007,0.0451,24.42,0.0054,23.498217312455004,54.06,210,1.0,3.13,11.31,1.82,6.65,0.0009120109194638906,7.8711586904308355,524497249.0197269,-1.303449,-12.6684,6.65,7.69,4.31,6.5,6.65
356,,2158,54209,357,15.237413,23.45233,0.08757000000000001,0.2327,24.64,0.0,0.0,31.73,200,1.07,3.27,11.35,2.06,5.88,0.0012302665014980235,5.880153971333016,1030488422.1993613,-0.9063195,-12.308589999999999,5.88,6.94,2.74,5.92,5.88
357,,2644,54210,279,12.109263,22.26045,0.06506,0.873,24.94,0.0,0.0,27.88,210,0.98,2.93,11.59,1.22,5.82,0.0005623413251903491,8.532023611981414,850581997.9397696,-0.6772473000000001,-12.298969999999999,5.82,5.82,3.49,5.75,5.82
358,,2641,54230,50,13.589834,17.837139999999998,0.20495,0.146,25.22,0.0025,23.453586463006342,65.25,200,1.02,2.8,11.33,1.79,7.77,0.0004570880290185209,7.633948437445365,583877326.6371722,-0.084241,-11.49,7.77,8.82,29.2,6.78,7.77
359,,2641,54230,313,13.478769,18.68034,0.17829,0.0589,24.7,0.0086,23.864383929780413,32.11,210,1.03,3.07,11.34,1.87,6.73,0.0006760828566222642,6.354777075484575,862223079.9923803,-1.0130370000000002,-12.37701,6.73,7.78,3.44,6.67,6.73
360,,2172,54230,454,15.885319,19.90568,0.21029,0.0693,24.93,0.0,0.0,11.0,200,1.18,2.95,11.55,2.08,6.11,0.0020892946627203614,13.10523101645092,328799357.60376644,-0.8778425999999999,-12.494769999999999,6.11,7.23,1.31,6.47,0.0
361,,2146,54230,495,14.96495,28.53854,0.14404,0.93,25.7,0.001,22.731517823384934,205.89,200,1.15,2.84,11.61,1.63,8.16,0.0006025605387577956,7.53049015986558,1143334471.3343616,-0.3015673,-11.99292,8.16,9.18,68.59,6.8,8.16
362,,2653,54230,429,13.513316,22.0015,0.18934,0.0496,24.68,0.0,0.0,10.37,200,1.07,2.96,11.36,1.9,0.0,0.0006918312139914402,9.984791051893863,365714202.4019372,-0.3982412,-11.82426,0.0,1.06,-0.45,6.32,0.0
363,,2748,54234,396,14.585375,14.72531,0.15939,0.052000000000000005,24.54,0.0,0.0,55.44,210,1.05,2.98,11.19,2.0,5.97,0.0016218102398133033,8.714978508255442,324554078.55995667,-0.8220221,-12.05392,5.97,6.97,1.1,6.41,0.0
364,,2781,54266,534,15.438456,16.998820000000002,0.18567,0.1251,25.06,0.0,0.0,46.54,200,1.05,3.28,11.42,1.88,5.84,0.0010471273523601449,7.341937672691689,776602566.0525262,-0.7331533,-12.22586,5.84,6.91,1.06,6.29,0.0
365,,2744,54272,119,14.067485999999999,15.72468,0.18094000000000002,0.1789,25.19,0.0,0.0,19.07,200,1.1,2.92,11.5,1.95,6.22,0.0022908658417692147,5.699215080420934,1549494495.3989012,-0.7193401,-12.25654,6.22,7.32,2.62,6.28,6.22
366,,2159,54328,161,15.379337,19.70567,0.10937000000000001,0.0867,24.41,0.0,0.0,25.44,200,0.99,3.1,11.21,1.53,6.53,0.001,5.985476904520417,720481196.7991778,-1.223131,-12.48077,6.53,7.53,7.09,6.16,6.53
367,,1784,54425,584,8.8009288,58.1634,0.22161999999999998,0.0552,24.88,0.0062,23.93045178422609,19.87,200,1.18,2.78,12.1,1.93,6.92,0.0009332528252673828,15.2887462411809,857189353.3790082,0.2883062,-11.86992,6.92,8.12,3.76,6.82,6.92
368,,1788,54468,160,9.7440379,64.19578,0.13501,0.11199999999999999,24.72,0.0,0.0,63.72,200,1.03,3.42,11.09,1.95,6.2,0.0016218102398133033,6.436145885557427,472681413.0922111,-1.005998,-12.14945,6.2,7.16,1.77,6.42,0.0
369,,2603,54479,5,13.156998000000002,16.46285,0.18167,0.2511,25.35,0.0,0.0,11.43,200,1.05,2.89,11.19,1.82,6.77,0.0005888442760205689,4.739137586527204,1097541820.279307,-0.48288919999999996,-11.73692,6.77,7.77,5.0,6.55,6.77
370,,2614,54481,189,12.743248,19.65002,0.22213000000000002,0.047,24.81,0.0072,23.995234111808248,43.78,210,1.11,3.35,11.65,2.01,6.72,0.001380385355838289,10.055221941410482,703131295.6714427,-0.9429768,-12.64348,6.72,7.85,1.77,6.95,0.0
371,,2604,54484,591,13.305528,17.18456,0.20865999999999998,0.1142,25.13,0.0,0.0,16.4,200,1.1,3.16,11.5,1.93,6.28,0.0008128302305789093,11.355574507105999,390303017.87406456,-0.8867768,-12.45625,6.28,7.38,2.05,6.45,0.0
372,,2648,54485,588,12.780988,23.061629999999997,0.24266999999999997,0.0602,25.0,0.0,0.0,18.22,200,1.18,3.04,11.62,2.04,5.89,0.001148154730847072,11.703730110551064,484363513.123518,-0.8788116,-12.56712,5.89,7.02,0.66,6.55,0.0
373,,2647,54495,311,12.480456,21.9467,0.1804,0.0691,24.78,0.0072,23.797855137679978,26.31,210,1.16,3.07,11.47,1.97,6.05,0.0007413100459583174,7.7531519029054055,781382738.1525606,-0.8827652,-12.43861,6.05,7.14,0.78,6.64,0.0
374,,2616,54499,571,13.062321,20.359270000000002,0.22501,0.182,25.41,0.0,0.0,90.67,200,1.13,3.1,11.62,2.07,6.51,0.0010232935315766703,9.250497462666743,775335805.5998122,-0.8655901,-12.53472,6.51,7.64,2.04,6.68,0.0
375,,2658,54502,546,12.444506,25.64878,0.13443,0.0443,24.31,0.0,0.0,35.97,200,0.54,1.89,10.34,1.25,6.18,0.0001288248533293805,5.95967214127605,98033734.50785458,0.5937165,-9.79757,6.18,6.67,4.11,6.05,6.18
376,,1794,54504,282,12.956719999999999,6.52082,0.17496,0.09699999999999999,24.9,0.0,0.0,75.93,200,1.07,3.21,11.01,1.88,7.01,0.0006760828566222642,5.7839286315556135,486826834.96749055,-1.370525,-12.45,7.01,7.94,8.56,6.55,7.01
377,,2650,54505,243,13.067898,20.87658,0.27952,0.046,25.02,0.0037,23.925444359244164,79.48,210,1.15,3.08,11.8,2.0,6.26,0.0007244353873869618,13.394822264868068,559688536.3188691,-0.23743560000000002,-12.07723,6.26,7.42,0.68,6.9,0.0
378,,2619,54506,557,13.437134,19.40661,0.17628,0.0854,24.85,0.0,0.0,50.97,210,1.1,3.0,11.51,1.97,5.9,0.0011748967293472915,8.326012903532037,742927101.2868586,-1.028504,-12.63086,5.9,7.0,0.46,6.71,0.0
379,,2619,54506,607,13.464698,20.15372,0.28833000000000003,0.0625,25.18,0.0,0.0,9.75,200,1.12,3.18,11.74,1.89,6.12,0.0012882513621828178,13.733802652009528,463701283.2322658,-0.5389689000000001,-12.342410000000001,6.12,7.27,0.89,6.65,0.0
380,,2755,54507,503,13.818356,18.97464,0.18809,0.183,25.24,0.0,0.0,30.64,200,1.1,3.31,11.75,1.98,6.39,0.001148154730847072,10.309605483733387,842046429.3867179,-1.3008389999999999,-13.07292,6.39,7.55,1.85,6.6,0.0
381,,1795,54507,254,13.127929,6.21172,0.13915,0.0524,24.42,0.0085,23.630087721115327,20.46,200,1.04,3.22,11.32,1.98,6.23,0.0020892992506415303,7.364461614000253,613109182.8315457,-1.1541270000000001,-12.5557,6.23,7.28,2.28,6.35,0.0
382,,1797,54507,241,13.249844,6.27201,0.26209,0.0506,25.0,0.013000000000000001,24.40979284183897,31.29,200,1.09,3.24,11.68,1.93,0.0,0.00043651521876717896,13.517994030621448,416865482.7018304,-0.8069438,-12.56467,0.0,1.14,-0.27,6.85,0.0
383,,2651,54507,247,13.20871,21.26207,0.17085999999999998,0.495,25.58,0.0122,23.971754557012066,134.91,210,1.04,3.1,11.28,1.84,7.64,0.0016218102398133033,5.702787071786824,932492938.7846416,-1.043367,-12.39398,7.64,7.86,28.61,6.66,7.64
384,,2652,54508,523,13.417345999999998,22.80066,0.14305,0.0474,24.4,0.0,0.0,17.09,200,1.0,3.59,10.8,1.93,5.99,0.004677352234557818,5.778691945231659,300719254.17025745,-1.209892,-12.06017,5.99,6.84,1.15,6.41,0.0
385,,2149,54509,560,15.029603,24.65447,0.1203,0.1083,24.6,0.0,0.0,32.83,210,1.06,2.77,11.91,1.92,6.34,0.00047863042865286994,12.682158078164893,804328865.2332475,-0.1989979,-12.21233,6.34,7.52,3.84,6.23,6.34
386,,2150,54510,492,15.006328,22.00761,0.21408000000000002,0.0497,24.8,0.0,0.0,12.15,200,0.99,2.14,11.66,1.58,6.82,0.002238723104986867,13.496145290128247,399393037.0785548,1.6476950000000001,-10.694,6.82,7.96,2.79,6.86,6.82
387,,2150,54510,456,15.033983,22.8938,0.08095,0.052000000000000005,23.92,0.0,0.0,104.12,200,0.99,3.16,11.32,1.94,5.94,0.0008912525038250655,7.279385251634993,627524111.6783558,-1.0694,-12.44524,5.94,6.98,2.96,5.94,5.94
388,,2151,54523,113,15.082533999999999,26.01624,0.05397999999999999,7.98,25.74,0.069,23.67684597908645,223.35,210,1.08,2.5,11.28,1.96,6.33,0.000776247730275455,9.586197867967662,330009989.7581214,-1.0751540000000002,-12.43257,6.33,6.7,14.15,5.66,6.33
389,,2771,54527,46,14.143232000000001,19.72366,0.08722,0.081,24.18,0.0034,22.802994198866443,187.79,210,1.02,3.22,11.23,2.0,6.0,0.0017378037289612748,6.870915932130076,572519659.3452162,-1.20357,-12.49235,6.0,7.01,2.71,6.05,6.0
390,,2772,54529,145,14.236489,20.01795,0.25021,0.0958,25.23,0.0,0.0,12.15,200,1.15,2.81,11.58,2.09,6.83,0.00038018932953144067,9.076091558933713,734551616.17347,-0.6750246999999999,-12.31753,6.83,7.95,2.96,6.84,6.83
391,,2772,54529,606,14.276912,20.89282,0.24736999999999998,0.0618,25.03,0.0,0.0,46.7,200,1.14,2.79,11.68,1.98,6.41,0.0009120109194638906,14.043166358279686,386269444.9896993,-0.9282181999999999,-12.65773,6.41,7.56,1.39,6.75,0.0
392,,2762,54533,152,14.691532,16.52946,0.16827,0.0647,24.68,0.0,0.0,10.53,210,1.04,3.05,11.37,1.93,6.48,0.0010232935315766703,9.655527858420095,400191605.68620783,-1.071207,-12.47921,6.48,7.54,2.11,6.63,0.0
393,,2759,54534,44,14.392859,16.4778,0.23600000000000002,0.0618,24.99,0.0,0.0,7.9,210,1.12,2.8,11.42,1.93,6.08,0.0011220189470737864,18.84203612912126,117913775.0077679,-0.4819442,-11.94559,6.08,7.16,0.54,6.83,0.0
394,,1819,54540,284,15.396703,5.5788199999999994,0.17605,0.14300000000000002,25.07,0.0,0.0,87.31,200,1.08,3.15,11.73,1.96,6.3,0.0014454424369627359,9.837564825790958,883170307.4194412,-0.9390084000000001,-12.731630000000001,6.3,7.45,1.02,6.76,0.0
395,,2786,54540,386,14.248532,22.63325,0.15463,0.126,24.89,0.0,0.0,61.35,200,1.05,3.13,11.39,1.94,6.42,0.0015848924964027185,5.388678491558276,1345413959.5177972,-1.003219,-12.44753,6.42,7.49,2.73,6.46,6.42
396,,2948,54553,163,16.601172000000002,27.30808,0.13427,0.363,25.22,0.0,0.0,81.3,200,1.07,3.01,11.55,1.99,6.28,0.0011481522095981925,13.907686862053481,291951368.16270065,-0.9379886999999999,-12.51344,6.28,7.39,1.77,6.51,0.0
397,,2777,54554,256,14.81146,17.410239999999998,0.25228,0.0703,25.11,0.0,0.0,31.68,200,1.16,3.06,11.64,2.17,6.46,0.0018196978217203765,12.04387844474118,478947320.2048132,-0.7104298000000001,-12.40479,6.46,7.6,1.66,6.72,0.0
398,,2789,54555,373,14.665196,21.848689999999998,0.21195,0.5289,25.82,0.0,0.0,10.05,200,0.84,3.06,11.01,1.2,8.82,0.01513558988353337,7.248396728216945,309981980.8685372,0.44736509999999996,-10.61793,8.82,9.39,100.14,7.3,8.82
399,,2791,54556,467,14.93671,20.01137,0.21713000000000002,0.0487,24.8,0.0,0.0,15.49,200,1.11,3.04,11.64,1.9,5.95,0.0007413100459583174,12.272787713843947,461247505.72028005,-0.45051949999999996,-12.12543,5.95,7.08,0.72,6.56,0.0
400,,2952,54559,66,15.375188,1.5317399999999999,0.2127,0.0785,24.99,0.0346,24.63420621963718,24.68,210,1.12,3.12,11.54,2.08,6.05,0.0014125363038976315,13.948049711850304,283656748.50674003,-9999.0,-9999.0,6.05,7.16,0.83,6.61,0.0
