,#,ID1_2,ID2_2,ID3_2,RA_2,Dec_2,z_2,S_NVSS,L_NVSS,S_First,L_First,size_rad,FRclass,g_min_r,concent,mass_2,bk4000,o3lum_1,Mbh/Mstar,R_50_kpc,mu50,sfr_tot_p50,specsfr_tot_p50,o3lum_2,o3redcor,o3sn,o3lumlim,o3
195,,1404,52825,594,16.016714999999998,32.87393,0.22255999999999998,0.1005,25.14,0.0,0.0,10.21,200,1.1,3.14,11.36,1.92,6.48,0.0008511386362915022,8.959056719012104,454250293.05260897,-0.595019,-12.03955,6.48,7.54,2.15,6.63,0.0
196,,1405,52826,626,16.194513,31.05033,0.09507,0.1497,24.52,0.0,0.0,16.22,200,1.05,3.34,11.22,2.01,5.52,0.0012882485332938046,6.011862568779192,730806347.085767,-1.334841,-12.651760000000001,5.52,6.53,1.49,5.82,0.0
197,,1269,52937,228,8.667323800000002,29.8174,0.06484,0.584,24.76,0.075,23.868648651373768,43.53,210,0.95,2.51,11.24,1.42,7.78,0.0010471296517666536,9.289970370322068,320472851.8160813,-0.4665178,-11.77398,7.78,8.58,89.73,6.31,7.78
198,,1296,52962,472,8.346224000000001,6.626110000000001,0.24505,0.046,24.89,0.0,0.0,10.02,200,1.09,3.15,11.39,1.98,6.32,0.0010232912845122284,10.363057937996764,363784861.5776018,-1.011674,-12.46337,6.32,7.39,1.55,6.61,0.0
199,,1476,52964,189,22.21957,-0.64569,0.18212,0.1104,24.99,0.0,0.0,12.11,200,1.15,2.72,11.39,1.98,6.45,0.0009332528252673828,13.816578710644688,204653626.12459132,-9999.0,-9999.0,6.45,7.52,1.52,6.75,0.0
200,,1211,52964,169,8.9841064,34.46597,0.24373000000000003,0.0768,25.11,0.0,0.0,14.03,200,1.06,3.28,11.47,1.89,6.48,0.0015135589883533368,12.547296479775147,298345903.1724044,-0.9121406999999999,-12.41447,6.48,7.57,1.34,6.84,0.0
201,,1588,52965,406,8.723791499999999,29.127959999999998,0.20163,0.162,25.25,0.0,0.0,62.58,210,1.22,2.79,11.55,1.96,6.39,0.0008317639172213712,11.621990857017172,418079875.91624904,-0.580703,-12.17389,6.39,7.5,2.51,6.46,6.39
202,,1588,52965,507,8.775683599999999,29.59872,0.07013,0.0796,23.97,0.0141,23.21830538929865,31.29,200,1.03,2.57,11.52,2.05,5.73,0.0002691530784868081,12.354260700755795,345292437.10928637,-1.107939,-12.68235,5.73,6.83,2.88,5.74,5.73
203,,1213,52972,357,9.198224900000001,37.40372,0.10427,0.5964,25.21,0.2269,24.790295936221643,30.64,200,1.04,2.87,11.72,1.95,6.56,0.001318256391182683,9.222426549668283,982041833.7105707,-0.9151166,-12.66136,6.56,7.71,5.27,6.31,6.56
204,,1306,52996,320,9.7840922,9.727839999999999,0.18688,0.1632,25.19,0.0,0.0,44.34,210,1.04,3.2,11.58,1.91,6.2,0.0012302692030632099,8.630790410555907,812304603.7616097,-0.8908315,-12.537,6.2,7.32,0.66,6.86,0.0
205,,1306,52996,36,9.9557505,9.881219999999999,0.28037,0.0959,25.34,0.0,0.0,14.33,210,1.06,2.78,11.77,1.9,5.71,0.0007244353873869618,11.299729257215311,733980485.9930103,-0.5791871,-12.4149,5.71,6.87,0.39,6.6,0.0
206,,1428,52998,346,10.3318,39.50635,0.1121,0.052000000000000005,24.21,0.0,0.0,104.92,200,1.04,3.22,11.15,1.86,4.52,0.0015848959766977502,7.5429444825884415,395128110.50178885,-1.141977,-12.35476,4.52,5.5,0.15,5.82,0.0
207,,1357,53034,228,10.210156,40.51865,0.15274000000000001,0.067,24.61,0.0,0.0,121.24,210,1.04,3.16,11.24,1.94,5.58,0.0016218102398133033,4.856217780244326,1172799017.0778904,-1.053547,-12.33913,5.58,6.59,0.62,6.27,0.0
208,,1357,53034,481,10.26618,40.7798,0.12791,1.0090000000000001,25.62,0.0,0.0,127.61,200,1.0,3.4,11.25,1.91,6.28,0.0014791086480080836,5.392322286675254,973348691.7126037,-0.9562153,-12.24238,6.28,7.3,2.86,6.3,6.28
209,,1433,53035,599,10.847911,40.014109999999995,0.12947,0.147,24.8,0.0041,23.245465770436134,162.12,200,0.99,3.2,11.09,1.83,6.96,0.0012022642234116696,4.894380936854711,817381394.6438181,-1.016745,-12.1375,6.96,7.34,14.23,6.29,6.96
210,,1733,53047,623,7.5502075,39.41843,0.16805,0.1043,24.89,0.0,0.0,7.48,200,1.08,2.32,12.14,2.0,5.41,0.00025703948796691983,19.37662328212564,585146057.5165415,-0.04908974,-12.3,5.41,6.62,0.15,6.7,0.0
211,,1442,53050,141,11.55251,46.6465,0.26418,0.055,25.04,0.0,0.0,29.18,210,1.08,2.92,11.53,1.86,5.98,0.001949844428490234,11.438252574727185,412192893.6897023,-0.7502357,-12.34211,5.98,7.08,0.55,6.71,0.0
212,,1741,53052,120,9.611666900000001,11.230839999999999,0.11950999999999999,0.0483,24.24,0.0063,23.35539318550591,51.06,210,1.07,3.44,11.27,1.96,5.41,0.0036307760828853267,4.3542468010402215,1563127870.1639235,-1.102532,-12.3987,5.41,6.43,0.45,6.23,0.0
213,,1742,53053,498,9.7207184,12.159510000000001,0.24291999999999997,0.042,24.85,0.0043,23.86021955237041,109.3,210,1.04,3.2,11.52,1.87,6.71,0.0010232912845122284,6.9280680589124986,1097984725.7978194,-0.8220786,-12.421489999999999,6.71,7.81,2.06,6.87,0.0
214,,1742,53053,366,9.6902791,12.57718,0.17564000000000002,0.0584,24.68,0.0062,23.70597913670623,82.63,200,1.04,3.17,11.39,1.93,5.69,0.0010715186464071414,5.8318921357086895,1148686479.4602935,0.1222632,-11.32215,5.69,6.76,0.37,6.6,0.0
215,,1444,53054,96,11.727666000000001,46.35569,0.11603,0.8634,25.46,0.0,0.0,7.93,200,0.99,2.56,11.8,1.76,6.49,0.0007244353873869618,15.399191621388244,423471781.52540016,-0.08828846,-11.96607,6.49,6.75,5.41,6.23,6.49
216,,1744,53055,590,10.12035,12.78699,0.24811,0.0642,25.05,0.0,0.0,16.75,210,1.14,3.07,11.56,1.9,6.59,0.0006760828566222642,9.408678076799422,652774728.7036582,-0.8706591999999999,-12.48211,6.59,7.71,2.23,6.72,0.0
217,,1745,53061,305,10.137331,12.2072,0.16346,0.0544,24.58,0.0015,23.020492286515022,46.78,210,1.12,3.17,11.69,2.05,5.98,0.0022908708723243,9.766770062326213,817180106.1699183,-1.0244030000000002,-12.76596,5.98,7.13,0.99,6.46,0.0
218,,1605,53062,149,11.353308,11.763810000000001,0.21928000000000003,0.0403,24.73,0.0,0.0,50.73,200,1.06,2.97,11.56,1.92,6.26,0.0015135589883533368,7.901670797821909,925513349.3361262,-0.6316282,-12.258239999999999,6.26,7.38,1.61,6.53,0.0
219,,1759,53081,339,8.6051839,9.15577,0.2242,0.0905,25.1,0.0177,24.391325067419785,26.89,200,1.16,3.26,11.49,2.15,5.8,0.001071520999374948,10.018060970123695,490063730.63090056,-0.7892868000000001,-12.3335,5.8,6.9,0.39,6.69,0.0
220,,1607,53083,105,11.674372,12.05231,0.08115,1.625,25.41,0.0303,23.680589127055914,78.21,210,1.04,3.28,11.47,1.94,6.68,0.0013489632380568445,7.1732416471428735,912829099.2074054,-1.051193,-12.62045,6.68,6.85,9.87,6.17,6.68
221,,1367,53083,100,11.734411,44.0061,0.29905,0.0496,25.12,0.0064,24.230699123784103,45.54,200,1.17,3.13,11.87,2.03,6.62,0.002137961713919407,13.333425117821172,663646127.8565067,-0.5004930999999999,-12.41888,6.62,7.79,1.14,7.04,0.0
222,,1440,53084,77,11.426665,41.43564,0.19280999999999998,0.0834,24.92,0.0,0.0,8.36,210,1.1,3.19,11.38,2.07,6.41,0.0015488151224416985,7.116353905281242,753885117.8447366,-0.7152785,-12.13515,6.41,7.47,1.85,6.62,0.0
223,,1375,53084,313,13.125638,44.05706,0.20246,0.087,24.99,0.0,0.0,107.51,200,1.08,3.17,11.75,1.91,6.57,0.0005248077829311784,14.090941650943073,450754528.5107498,-1.0575709999999998,-12.85126,6.57,7.73,2.06,6.73,0.0
224,,1375,53084,112,13.284982999999999,43.95366,0.051739999999999994,0.0437,23.44,0.0,0.0,19.94,200,1.05,2.99,10.8,2.02,5.78,0.0016218102398133033,2.5628374166741525,1528896936.679303,-1.525693,-12.387369999999999,5.78,6.62,4.34,5.62,5.78
225,,1368,53084,529,11.905756,45.391529999999996,0.1915,0.946,25.97,0.0,0.0,64.0,200,0.71,3.11,11.05,1.16,8.44,0.01096478099832217,6.631659369296407,406046620.8700858,0.7131845,-10.40138,8.44,8.82,84.92,6.98,8.44
226,,1619,53084,233,11.590258,6.91149,0.15854000000000001,0.2459,25.21,0.0,0.0,25.61,200,1.06,2.66,11.45,2.04,6.63,0.002754232090251388,12.371486530423713,293073241.3936155,-9999.0,-9999.0,6.63,7.71,2.37,6.73,0.0
227,,1376,53089,137,13.354949,42.58757,0.07937999999999999,1.985,25.48,0.0,0.0,162.77,200,0.91,2.54,10.97,1.46,7.02,0.0008709627484287174,6.7015902832346725,330723193.7175419,0.5601565,-10.46528,7.02,7.89,28.76,6.04,7.02
228,,1455,53089,236,12.672775999999999,46.94344,0.14149,0.1355,24.84,0.1579,24.90644301256679,43.04,200,0.97,3.27,11.05,1.85,6.31,0.0006918304543901497,5.999741815683912,496083975.1974847,-0.929107,-12.04239,6.31,7.25,3.08,6.29,6.31
229,,1396,53112,73,14.73535,41.79732,0.18798,0.325,25.49,0.0,0.0,63.42,200,1.02,3.21,11.35,2.0,6.49,0.0013489602758497822,5.152408380230209,1342146605.3017373,-0.8241491,-12.25099,6.49,7.54,2.29,6.6,0.0
230,,1601,53115,143,10.812066,11.133989999999999,0.15697,0.2384,25.19,0.0032,23.317844263331665,275.02,210,1.09,3.24,11.54,1.91,6.38,0.0010715186464071414,8.822339299032919,709010359.5645106,-0.2941643,-11.87769,6.38,7.49,1.83,6.6,0.0
231,,1618,53116,616,11.5267,7.882110000000001,0.18061,0.0638,24.74,0.0141,24.08439822506352,40.31,200,1.03,3.14,11.25,1.86,5.83,0.001819701817628807,7.516888369894952,500891809.3412042,-9999.0,-9999.0,5.83,6.85,0.82,6.39,0.0
232,,1459,53117,173,13.112693,46.55854,0.21836,0.184,25.38,0.087,25.054700568952807,8.26,200,1.12,2.75,11.82,1.97,6.41,0.0010471296517666536,12.114407488329627,716498805.785484,-1.171665,-13.06007,6.41,7.58,1.78,6.64,0.0
233,,1602,53117,266,10.861286,10.99635,0.2126,0.0729,24.96,0.0,0.0,31.4,210,1.09,3.03,11.56,2.12,6.12,0.0010232912845122284,8.40730599007785,817535919.2612562,-0.6142204000000001,-12.25421,6.12,7.23,1.34,6.47,0.0
234,,1458,53119,404,12.969283,42.18588,0.24863000000000002,0.33799999999999997,25.77,0.0,0.0,172.07,200,1.08,2.92,11.78,1.85,7.01,0.0006309576215861531,11.837424810218193,684392746.0120869,0.09414513,-11.75,7.01,8.18,4.95,6.8,7.01
235,,1397,53119,553,14.890437,41.11983,0.19863,0.0403,24.64,0.005,23.7336643328942,24.65,200,0.93,2.98,11.2,1.59,6.58,0.003467368199963294,6.038551351962298,691758354.8203362,0.1408382,-11.11402,6.58,7.23,3.03,6.58,6.58
236,,1384,53121,451,15.008745000000001,36.480509999999995,0.09256,0.0597,24.1,0.0026,22.738999384372573,50.35,210,1.07,3.1,11.41,1.92,6.46,0.001513562312005786,5.318938981515579,1446005559.630435,-1.2855219999999998,-12.721910000000001,6.46,7.53,4.77,6.26,6.46
237,,1726,53137,254,15.835997,8.144110000000001,0.23199,0.071,25.03,0.0047,23.85084017066464,29.19,200,1.0,3.5,11.45,1.61,8.3,0.00776247730275455,7.136899176601,880644886.9504862,-0.43914659999999994,-11.93037,8.3,8.49,54.44,7.04,8.3
238,,1460,53138,225,13.195301999999998,40.983270000000005,0.11029000000000001,0.6327,25.28,0.0,0.0,329.1,200,0.84,3.08,11.16,1.44,7.19,0.00028183847879449414,7.2956961043783215,432201736.9860324,0.7008823000000001,-10.50694,7.19,7.87,26.57,6.24,7.19
239,,1644,53144,170,14.384269,35.37938,0.18855999999999998,0.128,25.09,0.0088,23.927272817437874,87.72,210,1.03,3.07,11.04,1.86,6.77,0.0009772367059324805,5.731921445161785,531152993.9409618,-0.9125521000000001,-12.0321,6.77,7.71,4.0,6.65,6.77
240,,1649,53149,228,15.201548,30.839859999999998,0.08963,0.106,24.32,0.0054,23.02708759585391,232.17,210,1.14,2.79,11.77,1.9,6.22,0.0005370312303176601,9.08142408294285,1136351464.1856918,-1.001622,-12.84445,6.22,7.38,3.93,6.1,6.22
241,,1645,53172,628,14.679146,35.23405,0.158,0.0591,24.59,0.0,0.0,11.47,200,1.08,3.35,11.06,2.04,5.45,0.0005754396087965921,5.731585990578672,556251155.6850793,-1.190224,-12.2887,5.45,6.4,0.42,6.31,0.0
242,,1650,53174,96,15.418257999999998,29.67012,0.11137000000000001,0.083,24.41,0.0047,23.16301961393559,118.12,210,1.02,3.07,11.6,1.95,5.94,0.0010471273523601449,7.702711903285517,1067906435.5859311,-0.2845784,-11.92206,5.94,7.06,1.57,6.22,0.0
243,,1572,53177,251,16.473491,23.01892,0.20793000000000003,0.149,25.25,0.0,0.0,58.6,200,1.07,3.58,11.55,1.92,6.51,0.006025592155867609,9.148247957918288,674752446.0440472,-0.5888439,-12.25044,6.51,7.62,1.44,6.83,0.0
244,,1704,53178,463,14.095316,13.969879999999998,0.29761,0.0572,25.18,0.0,0.0,8.38,200,1.16,2.85,11.84,1.96,6.59,0.001,14.484569544068027,524818454.1551284,0.1654191,-11.71048,6.59,7.76,1.65,6.84,0.0
245,,1781,53297,515,8.228783199999999,52.960609999999996,0.13813,0.1946,24.98,0.0664,24.513024792533354,28.95,200,1.07,2.8,11.61,1.98,6.11,0.0008128320154879928,9.88012777045271,664193569.2456199,-1.011357,-12.68168,6.11,7.23,2.08,6.27,0.0
246,,1923,53319,184,8.0186666,17.9805,0.14001,0.847,25.63,0.0,0.0,49.21,200,1.08,2.85,11.19,1.57,6.12,0.00036307840557743337,12.58518470985106,155632582.5271816,0.35075209999999996,-10.89414,6.12,6.78,2.65,6.17,6.12
247,,1869,53327,61,7.9413325,50.287859999999995,0.13362000000000002,0.165,24.88,0.0096,23.644786452524663,74.77,210,1.13,2.75,11.77,1.93,6.76,0.0011220164832168363,9.178220532776503,1112509202.6061866,-0.9531344,-12.79951,6.76,7.92,3.24,6.73,6.76
248,,1932,53350,254,8.768348199999998,25.91487,0.23713,0.0853,25.13,0.0,0.0,14.94,210,1.14,2.91,11.62,1.94,5.2,0.001380385355838289,9.398543569750652,751101966.569029,-1.0711870000000001,-12.736239999999999,5.2,6.33,0.17,6.46,0.0
249,,1749,53357,420,10.742955,14.70113,0.15474000000000002,0.34299999999999997,25.33,0.0221,24.13909808835872,86.58,210,1.02,3.23,11.11,1.89,6.93,0.001949844428490234,5.3113868289067865,726781600.0741771,-0.7673089,-11.9271,6.93,7.89,10.69,6.37,6.93
250,,2081,53357,41,8.074217200000001,16.55813,0.18198,0.040999999999999995,24.56,0.0,0.0,106.75,200,1.07,3.1,11.73,2.04,6.62,0.001,10.899530923102775,719455700.7534353,-0.4753447,-12.28204,6.62,7.77,2.36,6.72,0.0
251,,2081,53357,53,8.088950099999998,16.79535,0.10561,0.0895,24.39,0.0,0.0,16.01,210,0.98,3.17,10.97,1.96,5.91,0.002187762392612301,3.695716624462083,1087484489.8875444,-1.303409,-12.31684,5.91,6.82,1.74,6.14,0.0
252,,1761,53376,485,11.756163,15.49535,0.06822,0.3272,24.56,0.0,0.0,19.1,210,1.03,3.11,11.42,2.07,5.84,0.0007943275370132719,9.369546946610784,476851359.057175,-1.031469,-12.49138,5.84,6.91,2.63,5.9,5.84
253,,1751,53377,281,11.048319000000001,12.98446,0.14045,0.08199999999999999,24.62,0.0054,23.438580725580376,165.99,210,1.03,3.04,11.55,1.96,6.36,0.0009772367059324805,9.401888006413666,638837167.0029613,-0.8352546000000001,-12.4348,6.36,7.47,2.19,6.49,0.0
254,,1621,53383,146,11.774638000000001,6.88485,0.23301,0.0483,24.87,0.0,0.0,11.08,200,1.1,3.03,11.54,1.9,6.64,0.0010471296517666536,12.280525869660847,365920014.8335791,-9999.0,-9999.0,6.64,7.75,1.6,6.91,0.0
255,,1870,53383,569,8.0631327,53.80242,0.1398,0.0903,24.66,0.0453,24.360410292425648,8.89,200,0.98,3.01,10.92,1.87,5.92,0.0012302692030632099,4.608700031133225,623251488.1501138,-0.7898533,-11.77865,5.92,6.82,1.46,6.24,0.0
256,,1872,53386,410,8.2127614,57.797509999999996,0.27196,0.0481,25.01,0.0057,24.08373002657316,18.08,210,1.15,3.17,11.67,1.94,6.76,0.0013489632380568445,7.772513493682972,1232245493.5416842,-0.7491108,-12.4771,6.76,7.9,1.54,7.05,0.0
257,,1951,53389,227,10.100483,34.90292,0.09936,4.8469999999999995,26.07,3.3994,25.915928943499544,2390.99,200,1.0,2.84,11.54,1.66,7.3,0.001995263191254866,9.93914224560632,558627461.4158249,0.2926316,-11.31441,7.3,8.0,28.77,6.32,7.3
258,,2086,53401,483,9.076396699999998,25.004820000000002,0.24336999999999998,0.102,25.23,0.0087,24.160918635143396,48.06,210,1.09,3.32,11.44,1.88,6.78,0.0009772388518648138,7.244187319992819,835295936.1570097,-0.4186376,-11.8973,6.78,7.86,2.74,6.82,6.78
259,,1678,53433,310,15.248356,42.01315,0.13488,0.177,24.92,0.0055,23.4123894872188,68.81,210,1.07,3.17,11.83,1.98,6.37,0.0012589265175925678,11.522975365128039,810383870.6501776,-0.6460464,-12.51944,6.37,7.54,2.43,6.46,0.0
260,,2027,53433,431,11.898011,38.19682,0.19812000000000002,0.9490000000000001,26.0,0.0232,24.38822176108271,70.84,200,1.08,3.56,11.43,1.96,6.65,0.0009772367059324805,9.039465446240117,524245774.69530946,-1.1898799999999998,-12.666960000000001,6.65,7.73,3.43,6.59,6.65
261,,1984,53433,442,12.575069000000001,41.15965,0.19093,0.66,25.81,0.0,0.0,84.95,200,0.97,3.07,11.03,1.06,8.95,0.0012882513621828178,5.948045161699259,482026983.0178316,0.1499998,-10.93036,8.95,9.13,131.98,7.31,8.95
262,,1996,53436,544,11.481241,39.826570000000004,0.20035999999999998,0.044000000000000004,24.68,0.0012,23.115728905476804,106.52,210,1.06,3.22,11.3,1.8,6.73,0.0013489632380568445,5.8485863076184295,928364480.8351184,-1.076562,-12.42577,6.73,7.76,3.23,6.7,6.73
263,,1997,53442,485,11.738344,38.08,0.17407999999999998,0.053,24.63,0.0044,23.549175974123486,77.78,210,1.05,3.0,11.64,2.0,6.4,0.0009120109194638906,9.571014333337546,758410857.393511,-1.070527,-12.721739999999999,6.4,7.53,1.72,6.64,0.0
264,,1997,53442,296,11.649364,37.47694,0.16007000000000002,0.0411,24.44,0.0,0.0,10.01,210,1.04,2.71,11.44,1.95,5.87,0.0008511386362915022,13.71173142918033,233149836.748494,-1.133376,-12.66543,5.87,6.95,0.73,6.48,0.0
265,,1706,53442,363,14.208824,14.01141,0.13981,0.0469,24.37,0.0017,22.929276925319773,39.17,210,1.07,3.24,11.56,2.01,5.88,0.002041735433919159,11.411537749761415,443743708.6668821,-1.042068,-12.66485,5.88,6.99,1.25,6.26,0.0
266,,2096,53446,246,10.551354,34.5257,0.27187,0.1723,25.57,0.0815,25.24487204530037,5.95,210,1.07,2.65,11.78,1.92,5.95,0.0012589265175925678,11.884549601902918,678975978.2122843,-0.9243725,-12.74808,5.95,7.11,0.72,6.57,0.0
267,,1991,53446,505,11.91531,32.58852,0.21483000000000002,0.1212,25.19,0.0,0.0,6.8,210,1.1,2.96,11.62,1.85,6.39,0.0010232935315766703,7.463874255484701,1190944131.673925,-0.1500999,-11.82301,6.39,7.52,1.54,6.68,0.0
268,,1972,53466,460,11.603624,40.04327,0.29044000000000003,0.1182,25.47,0.0,0.0,10.0,200,1.11,3.03,11.75,1.93,6.77,0.0011748967293472915,12.410697464801231,581069063.2200397,-0.5332085,-12.3335,6.77,7.92,2.44,6.86,0.0
269,,1675,53466,619,14.889406,46.91169,0.13109,0.1353,24.77,0.0,0.0,10.05,200,1.06,3.19,11.5,1.99,5.89,0.0015488151224416985,7.863232893477575,813987721.7954463,-1.010471,-12.585999999999999,5.89,6.99,1.14,6.31,0.0
270,,2110,53467,18,13.5589,30.129070000000002,0.28433,0.147,25.54,0.0,0.0,101.51,200,0.55,2.69,11.29,1.22,8.51,0.011220189470737862,8.322877560863349,447994912.470077,1.5557969999999999,-9.785,8.51,9.19,57.5,7.22,8.51
271,,2005,53472,13,13.713354,38.20624,0.17204,0.053,24.62,0.001,22.895724976104106,109.67,200,1.1,3.38,11.34,2.02,6.0,0.0019054595463785964,7.695106187553264,588018581.1708525,-1.052891,-12.42143,6.0,7.05,1.04,6.46,0.0
272,,2005,53472,215,13.573676,38.29985,0.0625,0.207,24.28,0.1164,24.029983337647828,42.6,210,0.98,3.14,10.68,1.92,6.45,0.0005888429829692657,2.9974330695112634,847854731.3068571,-1.4678870000000002,-12.2061,6.45,6.61,14.63,5.76,6.45
273,,1626,53472,397,12.352188,7.89181,0.13265,0.062,24.44,0.0032,23.152758816205548,115.27,210,1.04,3.17,11.26,2.0,5.51,0.002570394879669197,6.505204026376789,684381901.7620361,-9999.0,-9999.0,5.51,6.54,0.27,6.56,0.0
274,,1978,53473,203,13.480127,27.8744,0.09114,0.207,24.62,0.0031,22.79539219930119,130.56,201,0.88,3.37,10.76,1.42,7.7,0.0014125363038976315,3.44629090603429,771110279.1442996,0.1763045,-10.63787,7.7,8.03,60.11,6.4,7.7
275,,2017,53474,430,13.678068,28.868759999999998,0.24795,0.0595,25.02,0.0,0.0,9.51,200,1.15,2.94,11.62,2.09,6.41,0.0010715186464071414,9.520784562949872,731938414.8789549,-0.8652315999999999,-12.53609,6.41,7.54,1.06,6.86,0.0
276,,1841,53491,418,14.517629999999999,33.761559999999996,0.23836,0.0408,24.81,0.0036,23.75564177773382,191.87,210,1.11,3.14,11.69,1.85,6.77,0.0017782794100389228,8.416173197053642,1100500852.88152,-0.5363954000000001,-12.24956,6.77,7.91,1.95,6.95,0.0
277,,2012,53493,629,11.740888,37.1422,0.11482,2.012,25.82,0.0047,23.188469563656806,269.44,200,1.08,3.52,11.25,1.87,7.14,0.0012022642234116696,6.7448293548465275,622125780.7418666,-0.5566964,-11.85798,7.14,7.19,16.92,6.39,7.14
278,,1577,53495,71,16.258712,27.44926,0.06461,0.19899999999999998,24.29,0.0,0.0,18.14,210,1.03,3.16,11.19,2.0,5.82,0.001819701817628807,5.014576481577884,980282372.1394324,-1.327525,-12.573030000000001,5.82,6.82,2.53,5.9,5.82
279,,1578,53496,530,16.069695,30.10722,0.17359000000000002,0.0814,24.81,0.0,0.0,10.07,200,1.11,2.97,11.67,1.93,6.03,0.0011220189470737864,10.344922022887667,695609917.2716607,-0.6243711,-12.33362,6.03,7.17,1.0,6.51,0.0
280,,2089,53498,176,12.125813,33.87782,0.07907,0.4807,24.86,0.0889,24.12702826854209,45.64,200,0.8,2.75,11.24,1.34,7.93,0.0006606944345710246,5.826189273129723,814799444.4370338,0.6546166999999999,-10.64193,7.93,8.29,105.51,6.39,7.93
281,,1646,53498,79,14.830251,33.85745,0.08796,0.11599999999999999,24.34,0.0,0.0,61.0,210,1.0,3.55,11.03,1.83,5.41,0.001949844428490234,4.752526290309609,755041475.3532085,-1.309372,-12.40595,5.41,6.34,0.63,6.08,0.0
282,,1730,53498,221,16.128509,7.4816199999999995,0.22415,0.146,25.31,0.0018,23.400919118586877,67.62,200,1.1,3.13,11.66,1.86,6.22,0.001995263191254866,8.719284872705435,956881691.5309608,-0.8387806000000001,-12.56495,6.22,7.35,1.37,6.56,0.0
283,,1769,53502,27,12.736422,14.4825,0.27205,0.0818,25.24,0.0,0.0,8.8,200,1.08,2.79,11.87,1.9,6.34,0.0008511386362915022,11.640752460055358,870678677.7096798,-0.49721099999999996,-12.41538,6.34,7.52,1.38,6.68,0.0
284,,1769,53502,529,12.697272,16.00544,0.24366999999999997,0.0503,24.93,0.0,0.0,23.44,210,1.06,3.11,11.5,1.75,6.23,0.001148154730847072,10.665179720959127,442469943.81065166,-0.1434001,-11.69692,6.23,7.32,1.17,6.64,0.0
285,,1655,53523,469,15.981295000000001,26.4386,0.08734,0.052000000000000005,23.98,0.0032,22.769146151035468,154.79,210,1.05,2.98,11.7,1.98,6.0,0.0010715186464071414,9.183432591404934,945822967.628292,-0.8554236999999999,-12.60266,6.0,7.14,2.32,6.11,0.0
286,,1647,53531,96,14.932857,32.62572,0.08417000000000001,0.0962,24.22,0.0,0.0,24.53,200,1.01,3.14,11.12,1.91,5.89,0.0020892946627203614,5.0422774857026065,825213897.1573818,-0.48482190000000003,-11.635710000000001,5.89,6.86,2.34,6.0,0.0
287,,1852,53534,511,16.152009,22.63074,0.26594,0.1275,25.41,0.0,0.0,11.99,200,1.07,3.37,11.88,1.9,6.43,0.0015848924964027185,13.415432915107186,670827506.9165883,-0.5301209,-12.46716,6.43,7.61,0.96,6.93,0.0
288,,1711,53535,100,14.711592000000001,9.32935,0.16997,0.049,24.57,0.0043,23.513272091896766,33.31,210,1.0,3.08,11.21,1.82,5.96,0.001380385355838289,5.678632111815563,800447222.2123151,-0.7082101,-11.97477,5.96,6.97,1.01,6.44,0.0
289,,1711,53535,13,14.757606,9.53842,0.09448,0.1256,24.44,0.0064,23.147190875111818,284.31,210,1.0,3.05,11.1,1.91,6.24,0.0012589237530983876,3.506463636675192,1629603070.0987535,-1.36246,-12.52885,6.24,7.21,4.16,6.1,6.24
290,,2210,53535,536,16.725513,13.33405,0.18868,0.051,24.69,0.0,0.0,25.48,200,1.05,3.37,11.42,1.97,6.71,0.001,7.373336499092143,770002436.1045732,-1.1648129999999999,-12.645999999999999,6.71,7.78,2.8,6.74,6.71
291,,2115,53535,410,13.804692999999999,26.05082,0.17812999999999998,0.057999999999999996,24.69,0.0,0.0,11.54,210,1.05,3.5,11.06,1.92,6.28,0.0012302665014980235,6.259877426464056,466325207.7229059,-1.156541,-12.26867,6.28,7.23,1.43,6.6,0.0
292,,1652,53555,187,15.502854000000001,29.008390000000002,0.08419,0.2535,24.64,0.004,22.838081422969605,192.47,210,1.07,3.28,11.47,2.05,5.96,0.001949844428490234,6.4030070142103375,1145651276.9804854,-9999.0,-9999.0,5.96,7.05,2.39,6.06,0.0
293,,2169,53556,274,15.724606,22.87576,0.22003000000000003,0.2115,25.45,0.0,0.0,12.01,200,1.12,2.24,11.74,1.88,6.27,0.0004897794216562508,16.804124094755572,309733473.30188745,-0.5750698000000001,-12.3925,6.27,7.42,1.04,6.73,0.0
294,,2266,53679,612,8.067922,15.55962,0.26825,0.0824,25.23,0.0,0.0,49.15,200,1.17,2.95,11.74,2.05,6.0,0.001096478099832217,14.116530266413667,438898377.6561142,-0.5423380999999999,-12.38112,6.0,7.16,1.15,6.42,0.0
295,,2288,53699,362,9.2375671,21.27771,0.27371,0.0525,25.06,0.0,0.0,30.08,200,1.15,3.01,11.7,1.84,6.31,0.0014125394057124814,9.520358250106113,880062181.398185,-0.5618941,-12.314,6.31,7.45,1.02,6.77,0.0
296,,2286,53700,354,9.0788198,19.93552,0.08367999999999999,0.1836,24.49,0.0,0.0,16.9,200,1.07,3.31,11.63,2.04,6.01,0.002041735433919159,8.569401718133056,924526239.3991916,-1.018238,-12.721739999999999,6.01,7.14,1.78,6.23,0.0
297,,2281,53711,187,8.8788951,18.19674,0.18930999999999998,0.043,24.62,0.0,0.0,15.22,200,1.06,3.37,11.57,1.88,6.49,0.0013489632380568445,9.478040236323784,658237666.4576201,-0.3877494,-12.02887,6.49,7.61,2.15,6.63,0.0
